=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.28s]  Mówię
[3368.92s - 3368.94s]  nie,
[3368.94s - 3368.94s]  nie,
[3368.94s - 3369.22s]  nie,
[3369.22s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.44s]  nie,
[3369.44s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.46s]  nie,
[3369.46s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3369.48s - 3369.48s]  nie,
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.54s]  tak
[3384.54s - 3384.54s]  nie
[3384.54s - 3384.54s]  ma,
[3384.54s - 3384.54s]  że
[3384.54s - 3384.70s]  tak
[3384.70s - 3384.70s]  nie
[3384.70s - 3384.70s]  ma,
[3384.70s - 3384.70s]  że
[3384.70s - 3384.70s]  tak
[3384.70s - 3384.70s]  nie
[3384.70s - 3385.02s]  ma,
[3385.02s - 3385.02s]  że
[3385.02s - 3385.02s]  tak
[3385.02s - 3385.02s]  nie
[3385.02s - 3385.02s]  ma,
[3385.02s - 3385.02s]  że
[3385.02s - 3385.02s]  tak
[3385.02s - 3385.02s]  nie
[3385.02s - 3385.02s]  ma,
[3385.02s - 3385.02s]  że
[3385.02s - 3385.02s]  tak
[3385.02s - 3385.02s]  nie
[3385.02s - 3385.80s]  ma,
[3385.80s - 3385.80s]  że
[3385.80s - 3385.80s]  tak
[3385.80s - 3385.80s]  nie
[3385.80s - 3385.80s]  ma,
[3385.80s - 3385.80s]  że
[3385.80s - 3385.80s]  tak
[3385.80s - 3385.80s]  nie
[3385.80s - 3385.80s]  ma,
[3385.80s - 3385.80s]  że
[3385.80s - 3385.80s]  tak
[3385.80s - 3385.80s]  nie
[3385.80s - 3385.80s]  ma,
[3385.80s - 3385.96s]  że
[3385.96s - 3385.96s]  tak
[3385.96s - 3385.96s]  nie
[3385.96s - 3385.96s]  ma,
[3385.96s - 3386.00s]  że
[3386.00s - 3386.42s]  tak
[3386.42s - 3386.42s]  nie
[3386.42s - 3386.42s]  ma,
[3386.42s - 3386.42s]  że
[3386.42s - 3386.42s]  tak
[3386.42s - 3386.42s]  nie
[3386.42s - 3386.42s]  ma,
[3386.42s - 3386.42s]  że
[3386.42s - 3386.42s]  tak
[3386.42s - 3386.42s]  nie
[3386.42s - 3386.42s]  ma,
[3386.42s - 3386.42s]  że
[3386.42s - 3386.42s]  tak
[3386.42s - 3386.42s]  nie
[3386.42s - 3386.42s]  ma,
[3386.42s - 3386.42s]  że
[3386.42s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3386.66s]  ma,
[3386.66s - 3386.66s]  że
[3386.66s - 3386.66s]  tak
[3386.66s - 3386.66s]  nie
[3386.66s - 3387.00s]  ma,
[3387.00s - 3387.00s]  że
[3387.00s - 3387.16s]  tak
[3387.16s - 3387.16s]  nie
[3387.16s - 3387.16s]  ma,
[3387.16s - 3387.16s]  że
[3387.16s - 3387.16s]  tak
[3387.16s - 3387.16s]  nie
[3387.16s - 3387.16s]  ma,
[3387.16s - 3387.16s]  że
[3387.16s - 3387.16s]  tak
[3387.16s - 3387.16s]  nie
[3387.16s - 3387.16s]  ma,
[3387.16s - 3387.16s]  że
[3387.16s - 3387.24s]  tak
[3387.24s - 3387.76s]  nie
[3387.76s - 3387.90s]  ma,
[3387.90s - 3387.90s]  że
[3387.90s - 3389.02s]  tak
[3389.02s - 3389.02s]  nie
[3389.02s - 3389.02s]  ma,
[3389.02s - 3389.02s]  że
[3389.02s - 3389.02s]  tak
[3389.02s - 3389.02s]  nie
[3389.02s - 3389.02s]  ma,
[3389.02s - 3389.02s]  że
[3389.02s - 3389.02s]  tak
[3389.02s - 3389.02s]  nie
[3389.02s - 3389.02s]  ma,
[3389.02s - 3389.02s]  że
[3389.02s - 3389.02s]  tak
[3389.02s - 3389.02s]  nie
[3389.02s - 3389.02s]  ma,
[3389.02s - 3389.02s]  że
[3389.02s - 3389.02s]  tak
[3389.02s - 3389.02s]  nie
[3389.02s - 3389.02s]  ma,
[3389.02s - 3389.02s]  że
[3389.02s - 3389.22s]  tak
[3389.22s - 3389.22s]  nie
[3389.22s - 3389.22s]  ma,
[3389.22s - 3389.22s]  że
[3389.22s - 3389.28s]  tak
[3389.28s - 3389.28s]  nie
[3389.28s - 3389.28s]  ma,
[3389.28s - 3389.38s]  że
[3389.38s - 3389.38s]  tak
[3389.38s - 3389.38s]  nie
[3389.38s - 3389.60s]  ma,
[3389.60s - 3389.60s]  że
[3389.60s - 3389.72s]  tak
[3389.72s - 3389.98s]  nie
[3389.98s - 3389.98s]  ma
[3380.00s - 3380.56s]  Będą
[3380.56s - 3382.10s]  powłączyć.
[3382.10s - 3382.84s]  Znowało.
[3384.36s - 3385.14s]  Uwój
[3385.14s - 3385.72s]  zachod?
[3385.94s - 3386.54s]  Czas.
[3388.04s - 3389.72s]  Dobra,
[3389.72s - 3389.98s]  końca
[3389.98s - 3390.76s]  wioszku.
[3390.94s - 3391.04s]  Jest
[3391.04s - 3391.26s]  moje
[3391.26s - 3391.82s]  chodźcie.
[3392.14s - 3392.18s]  Dzień
[3392.18s - 3392.62s]  dobry.
[3393.20s - 3393.36s]  Dzień
[3393.36s - 3393.36s]  dobry.
[3393.64s - 3394.06s]  Zeszłownie,
[3394.06s - 3394.06s]  zeszłownie,
[3394.06s - 3394.30s]  zeszłownie.
[3394.78s - 3394.94s]  Dzień
[3394.94s - 3395.02s]  dobry.
[3396.02s - 3396.46s]  Dzień
[3396.46s - 3396.46s]  dobry.
[3396.86s - 3397.10s]  Dzień
[3397.10s - 3397.50s]  dobry.
[3398.90s - 3399.94s]  Dobra.
[3400.40s - 3400.50s]  Dzień
[3400.50s - 3400.68s]  dobry.
[3400.76s - 3401.12s]  Dzień
[3401.12s - 3401.54s]  dobry.
[3401.88s - 3402.02s]  Dzień
[3402.02s - 3402.12s]  dobry.
[3402.58s - 3402.96s]  Dzień
[3402.96s - 3403.20s]  dobry.
[3403.76s - 3404.04s]  Dzień
[3404.04s - 3404.46s]  dobry.
[3404.68s - 3404.96s]  Dzień
[3404.96s - 3405.30s]  dobry.
[3406.12s - 3406.36s]  Dzień
[3406.36s - 3406.42s]  dobry.
[3406.68s - 3407.42s]  Dzień
[3407.42s - 3407.88s]  dobry.
[3407.88s - 3407.88s]  Dzień
[3407.88s - 3408.26s]  dobry.
[3400.00s - 3402.04s]  Yeah,
[3402.04s - 3403.00s]  yeah,
[3403.00s - 3403.06s]  yeah,
[3403.06s - 3404.84s]  yeah,
[3404.84s - 3405.04s]  yeah,
[3405.04s - 3405.08s]  yeah,
[3405.08s - 3405.64s]  yeah,
[3405.64s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3405.68s]  yeah,
[3405.68s - 3406.46s]  yeah,
[3406.46s - 3407.70s]  yeah,
[3407.70s - 3407.76s]  yeah,
[3407.76s - 3408.24s]  yeah,
[3408.24s - 3408.24s]  yeah,
[3408.24s - 3408.24s]  yeah,
[3408.24s - 3408.72s]  yeah,
[3408.72s - 3410.36s]  yeah,
[3410.36s - 3410.36s]  yeah,
[3410.36s - 3410.36s]  yeah,
[3410.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3416.36s]  yeah,
[3416.36s - 3417.12s]  yeah,
[3417.12s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.50s]  yeah,
[3417.50s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3417.82s]  yeah,
[3417.82s - 3418.06s]  yeah,
[3418.06s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.14s]  yeah,
[3418.14s - 3418.22s]  yeah,
[3418.22s - 3418.22s]  yeah,
[3418.22s - 3418.46s]  yeah,
[3418.46s - 3418.46s]  yeah,
[3418.46s - 3418.46s]  yeah,
[3418.46s - 3419.34s]  yeah,
[3419.34s - 3419.34s]  yeah,
[3419.34s - 3419.76s]  yeah,
[3419.76s - 3419.76s]  yeah,
[3419.76s - 3419.76s]  yeah,
[3419.76s - 3420.90s]  yeah,
[3420.90s - 3420.90s]  yeah,
[3420.90s - 3420.90s]  yeah,
[3420.90s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.12s]  yeah,
[3422.12s - 3422.94s]  yeah,
[3422.94s - 3422.94s]  yeah,
[3422.94s - 3422.94s]  yeah,
[3422.94s - 3422.94s]  yeah,
[3422.94s - 3422.94s]  yeah,
[3422.94s - 3423.28s]  yeah,
[3423.28s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3423.60s]  yeah,
[3423.60s - 3426.58s]  yeah,
[3426.58s - 3426.58s]  yeah,
[3426.58s - 3426.58s]  yeah,
[3426.58s - 3426.58s]  yeah,
[3426.58s - 3426.74s]  yeah,
[3426.74s - 3427.20s]  yeah,
[3427.20s - 3427.20s]  yeah,
[3427.20s - 3427.20s]  yeah,
[3427.20s - 3427.20s]  yeah,
[3427.20s - 3427.44s]  yeah,
[3427.44s - 3427.44s]  yeah,
[3427.44s - 3427.44s]  yeah,
[3427.44s - 3427.44s]  yeah,
[3427.44s - 3427.44s]  yeah,
[3427.44s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.18s]  yeah,
[3429.18s - 3429.98s]  yeah,
[3429.98s - 3429.98s]  yeah,
[3429.98s - 3429.98s]  yeah,
[3429.98s - 3429.98s]  yeah,
[3429.98s - 3429.98s]  yeah,
[3420.00s - 3430.98s]  I'm
[3430.98s - 3431.42s]  going
[3431.42s - 3431.42s]  to
[3431.42s - 3436.22s]  find
[3436.22s - 3436.48s]  the
[3436.48s - 3436.74s]  promise
[3436.74s - 3439.72s]  I'm
[3439.72s - 3440.06s]  going
[3440.06s - 3440.06s]  to
[3440.06s - 3443.12s]  find
[3443.12s - 3444.58s]  the
[3444.58s - 3444.76s]  promise
[3444.76s - 3444.76s]  I'm
[3444.76s - 3444.76s]  going
[3444.76s - 3444.76s]  to
[3444.76s - 3444.76s]  find
[3444.76s - 3444.78s]  the
[3444.78s - 3444.78s]  promise
[3444.78s - 3444.78s]  I'm
[3444.78s - 3444.78s]  going
[3444.78s - 3444.78s]  to
[3444.78s - 3444.78s]  find
[3444.78s - 3444.78s]  the
[3444.78s - 3444.78s]  promise
[3444.78s - 3444.78s]  I'm
[3444.78s - 3444.78s]  going
[3444.78s - 3444.78s]  to
[3444.78s - 3444.78s]  find
[3444.78s - 3444.78s]  the
[3444.78s - 3444.78s]  promise
[3444.78s - 3444.78s]  I'm
[3444.78s - 3444.78s]  going
[3444.78s - 3449.56s]  to
[3449.56s - 3449.94s]  find
[3449.94s - 3449.94s]  the
[3457.10s - 3459.48s]  the
[3459.48s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.14s]  bathroom
[3462.14s - 3462.14s]  and
[3462.14s - 3462.14s]  I'm
[3462.14s - 3462.14s]  going
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  go
[3462.14s - 3462.14s]  to
[3462.14s - 3462.14s]  the
[3462.14s - 3462.18s]  bathroom
[3462.18s - 3463.12s]  and
[3463.12s - 3463.12s]  I'm
[3463.12s - 3463.12s]  going
[3463.12s - 3463.12s]  to
[3463.12s - 3463.12s]  go
[3463.12s - 3463.12s]  to
[3463.12s - 3463.12s]  the
[3463.12s - 3463.34s]  bathroom
[3463.34s - 3463.70s]  and
[3463.70s - 3463.70s]  I'm
[3463.70s - 3463.70s]  going
[3463.70s - 3463.70s]  to
[3463.70s - 3463.70s]  go
[3463.70s - 3463.70s]  to
[3463.70s - 3463.70s]  the
[3463.70s - 3463.70s]  bathroom
[3463.70s - 3463.70s]  and
[3463.70s - 3463.70s]  I'm
[3463.70s - 3463.70s]  going
[3463.70s - 3463.70s]  to
[3463.70s - 3463.70s]  go
[3463.70s - 3463.70s]  to
[3463.70s - 3463.70s]  the
[3463.70s - 3463.70s]  bathroom
[3463.70s - 3463.70s]  and
[3463.70s - 3463.70s]  I'm
[3463.70s - 3463.70s]  going
[3463.70s - 3463.70s]  to
[3463.70s - 3463.70s]  go
[3463.70s - 3463.70s]  to
[3463.70s - 3463.70s]  the
[3463.70s - 3463.94s]  bathroom
[3463.94s - 3463.94s]  and
[3463.94s - 3463.94s]  I'm
[3463.94s - 3463.94s]  going
[3463.94s - 3463.94s]  to
[3463.94s - 3463.94s]  go
[3463.94s - 3463.94s]  to
[3463.94s - 3463.94s]  the
[3463.94s - 3463.94s]  bathroom
[3463.94s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  the
[3464.46s - 3464.46s]  bathroom
[3464.46s - 3464.46s]  and
[3464.46s - 3464.46s]  I'm
[3464.46s - 3464.46s]  going
[3464.46s - 3464.46s]  to
[3464.46s - 3464.46s]  go
[3464.46s - 3464.46s]  to
